address_city_s,address_postal_code_s,address_state_code_s,address_street_s,bank_statement_c,company_id_c,company_name_c,company_short_id_c,created_date,email_c,entity_name_c,identity_verification_enabled_c,last_modified_date,name,not_orphan_record_c,paystub_c,phone_c,phone_is_required_c,reverse_etl_id_c,short_id_c,snappt_property_id_c,status_c,trigger_rollups_c,unit_c,unit_is_required_c
Corvallis,97333,OR,704 SW 3rd Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-21 03:14:33,nathanjfulton@gmail.com,,False,2025-11-21 03:14:33,Historic John Rickard House 86953,False,2,18444762778,True,e0ad096c-d6c3-43d6-bfd7-495605faec30,630a66eab3,e0ad096c-d6c3-43d6-bfd7-495605faec30,ACTIVE,True,3,True
Toluca Lake,91602-1622,CA,4508 Mariota Ave,2,4db117cf-e9b0-4968-aaea-c7fa08bd396d,Yardi Breeze,3p1PsjaQbp,2025-11-21 02:02:47,Leasing@theambrea.com,,False,2025-11-21 02:02:47,The Ambrea,False,2,18444762778,True,21de9e04-c89d-436b-84e6-a1b927a6c89f,e0068a9fed,21de9e04-c89d-436b-84e6-a1b927a6c89f,ACTIVE,True,35,True
Woodland,95776,CA,971 Garcia Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-21 01:52:41,maharajangel@icloud.com,,False,2025-11-21 01:52:41,Garcia 801827,False,2,18444762778,True,21f4336a-dd48-4630-bf9f-b7241668b0ac,69bbedf726,21f4336a-dd48-4630-bf9f-b7241668b0ac,ACTIVE,True,1,True
Independence,50644,IA,518 3rd Street Northeast,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-21 01:06:25,independenceandy@rocketmail.com,,False,2025-11-21 01:06:25,518 3rd St NE 157038,False,2,18444762778,True,79e89d47-77d0-480c-9d55-de166f576947,f9668fa863,79e89d47-77d0-480c-9d55-de166f576947,ACTIVE,True,1,True
Sprague,06330,CT,162 High St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 23:57:47,foleybuiltproperties@gmail.com,,False,2025-11-20 23:57:47,162c 801818,False,2,18444762778,True,ad979f7f-c046-457b-8373-225da05b5c83,86cf1e4d4e,ad979f7f-c046-457b-8373-225da05b5c83,ACTIVE,True,1,True
Canton,44708,OH,4511 Tioga St NW,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 23:56:19,jwhitacre.realtor@gmail.com,,False,2025-11-20 23:56:19,4511 Tioga 781860,False,2,18444762778,True,6474ac1c-28bb-4a3c-a88a-e79db8d39fdc,891bfd682a,6474ac1c-28bb-4a3c-a88a-e79db8d39fdc,ACTIVE,True,6,True
Oakwood,30566,GA,4812 Bentwood Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 23:09:57,collazo.deven1@gmail.com,,False,2025-11-20 23:09:57,4812 Bentwood Dr. 754713,False,2,18444762778,True,056725f0-24a2-475d-99e6-4adc99cefdcc,f8aabe248e,056725f0-24a2-475d-99e6-4adc99cefdcc,ACTIVE,True,1,True
Waycross,31501,GA,712 House St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 22:55:45,3oaksware@gmail.com,,False,2025-11-20 22:55:45,House 712 474453,False,2,18444762778,True,0f3fa8cb-65d4-491c-a34d-78cf0f89f6aa,f4d7a2bfb2,0f3fa8cb-65d4-491c-a34d-78cf0f89f6aa,ACTIVE,True,1,True
Grand Junction,81506,CO,708 Horizon Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 22:47:36,melindaalba35@gmail.com,,False,2025-11-20 22:47:36,708 Horizon drive 801809,False,2,18444762778,True,549e74af-8fa3-45a9-9e8f-d5084b5bed90,2608e6d4a4,549e74af-8fa3-45a9-9e8f-d5084b5bed90,ACTIVE,True,1,True
Wichita,67207,KS,1219 S Longfellow St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 22:13:44,bilsh.llc@gmail.com,,False,2025-11-20 22:13:44,Longfellow 787088,False,2,18444762778,True,82c81ea5-6cdf-4517-aa9b-8c4c5b3abd7b,48bac978c0,82c81ea5-6cdf-4517-aa9b-8c4c5b3abd7b,ACTIVE,True,1,True
Dallas,75248,TX,6350 Keller Springs Rd,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 21:21:10,fox.alysha@gmail.com,,False,2025-11-20 21:21:10,My prop 801783,False,2,18444762778,True,e96c9d0f-ab50-4645-bbe2-5b223285feca,74da3ab290,e96c9d0f-ab50-4645-bbe2-5b223285feca,ACTIVE,True,1,True
Dayton,45414,OH,2109 Harding Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 15:25:10,LC_Holdings_A@outlook.com,,False,2025-11-20 15:25:10,Harding 531110,False,2,18444762778,True,c589fec5-b7b5-4590-a053-10b3ee9a69c4,0483348709,c589fec5-b7b5-4590-a053-10b3ee9a69c4,ACTIVE,True,1,True
New Braunfels,78130,TX,650 Rusty Gate Way,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 12:23:25,cadietert@gmail.com,,False,2025-11-20 12:23:25,Ridgemont 162900,False,2,18444762778,True,c9a8da31-0ae0-405b-8339-bfbc8940570c,bf0a4a0792,c9a8da31-0ae0-405b-8339-bfbc8940570c,ACTIVE,True,1,True
orlando,32828,FL,1324 Ballyshannon Pkwy,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 06:15:34,z3propertygroup@gmail.com,,False,2025-11-20 06:15:34,"1324 Ballyshannon Pkwy, Orlando FL 32828 88052",False,2,18444762778,True,134035b7-0e63-494f-bd05-5e624e77d311,0af70e7554,134035b7-0e63-494f-bd05-5e624e77d311,ACTIVE,True,1,True
Cudahy,53110,WI,4945A S Lake Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 02:19:15,ouggroupmanagment@gmail.com,,False,2025-11-20 02:19:15,4945A S Lake Dr 560728,False,2,18444762778,True,b8e55109-b54c-4aca-aa80-7e7b95199414,ab3182200b,b8e55109-b54c-4aca-aa80-7e7b95199414,ACTIVE,True,1,True
Klamath Falls,97601,OR,1717 Main St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 02:03:47,guzmanpropertieskf@gmail.com,,False,2025-11-20 02:03:47,Main Street Apartments 788830,False,2,18444762778,True,649ef5fb-6011-4c37-92f5-52acaa54ec0a,a0682f7d8e,649ef5fb-6011-4c37-92f5-52acaa54ec0a,ACTIVE,True,11,True
Anchorage,99503,AK,1411 W 43rd Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 00:54:56,habortiz@gmail.com,,False,2025-11-20 00:54:56,Unit A 547745,False,2,18444762778,True,da31e6f7-6a21-4ba6-b791-8964f6c7c2d3,b104f83f0d,da31e6f7-6a21-4ba6-b791-8964f6c7c2d3,ACTIVE,True,1,True
Waynesboro,22980,VA,1300 Shenandoah Avenue,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-20 00:52:27,jscotthudson@gmail.com,,False,2025-11-20 00:52:27,"Hudson Property Group, LLC 1300 155996",False,2,18444762778,True,22632cfe-d259-4742-a024-559494da070e,99cb864ac5,22632cfe-d259-4742-a024-559494da070e,ACTIVE,True,3,True
Uniontown,15401,PA,451 E Main St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 23:44:25,nittanycapitalgroup@gmail.com,,False,2025-11-19 23:44:25,East Main 2 451 286551,False,2,18444762778,True,31f37565-46c5-496d-b3b0-25f5031ea3c4,0a69893582,31f37565-46c5-496d-b3b0-25f5031ea3c4,ACTIVE,True,1,True
Montgomery,36109,AL,576 Shady Grove Drive,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 23:44:06,rmpropertymgm@gmail.com,,False,2025-11-19 23:44:06,576 Shady Grove 265681,False,2,18444762778,True,733d54a4-cfe1-414f-8dec-50a2a89fa818,6fb3dbf796,733d54a4-cfe1-414f-8dec-50a2a89fa818,ACTIVE,True,1,True
Yelm,98597,WA,8530 Rathbun Road Southeast,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 23:21:22,kandmrentals.wa@gmail.com,,False,2025-11-19 23:21:22,Rathbun Double 127734,False,2,18444762778,True,bb2dd03a-b7c7-44eb-95dd-a2880fc4ab6d,e8195acf72,bb2dd03a-b7c7-44eb-95dd-a2880fc4ab6d,ACTIVE,True,1,True
Raleigh,27610,NC,360 Canyon Gap Wy,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 22:09:45,tamishalane@auraliaresidential.com,,False,2025-11-19 22:09:45,360 Canyon Gap Way 801486,False,2,18444762778,True,10e8b6b4-ef58-44b1-aec4-360d8e83536a,249886cbcd,10e8b6b4-ef58-44b1-aec4-360d8e83536a,ACTIVE,True,1,True
Schertz,78154,TX,603 Wright Ave,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 21:47:05,kait.despault@gmail.com,,False,2025-11-19 21:47:05,Blue House 801559,False,2,18444762778,True,3538934f-6357-4f75-8f69-74492b4eab26,bf64d561fa,3538934f-6357-4f75-8f69-74492b4eab26,ACTIVE,True,1,True
Granite City,62040,IL,2715 Center St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 20:46:10,eggplantkids@yahoo.com,,False,2025-11-19 20:46:10,2715 Center St 758372,False,2,18444762778,True,3d45ff28-69a4-4dd8-a226-7fad7e5909d1,70772791e9,3d45ff28-69a4-4dd8-a226-7fad7e5909d1,ACTIVE,True,4,True
Austin,78724,TX,7717 Lowenfield Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 19:59:44,Clayton@ClaytonIssleib.com,,False,2025-11-19 19:59:44,7717 Lowenfield 633792,False,2,18444762778,True,607e5566-9f57-439e-bfa3-03439676e607,fdddc65f86,607e5566-9f57-439e-bfa3-03439676e607,ACTIVE,True,1,True
Camas,98607,WA,19907 Northeast 8th Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 19:35:59,kenjirentals@gmail.com,,False,2025-11-19 19:35:59,8th St. Property 241364,False,2,18444762778,True,32979030-5bc6-43a5-8511-4e08573163ef,d926e2881e,32979030-5bc6-43a5-8511-4e08573163ef,ACTIVE,True,7,True
Sacramento,95841,CA,5242 College Oak Drive ,2,75f52d49-3aa1-4e27-8de3-c09b0503f34e,Entrata,ty7gQ09eZE,2025-11-19 18:45:43,living@oakridgesacramento.com,,False,2025-11-19 18:45:43,Oak Ridge Apartments-16505,False,2,18444762778,True,4c6032cc-667b-4656-829e-317df6dd7999,e0b25596a1,4c6032cc-667b-4656-829e-317df6dd7999,ACTIVE,True,20,True
Cape Coral,33914,FL,610 SW 47th Terrace,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 18:43:13,coralcourt2hoa@gmail.com,,False,2025-11-19 18:43:13,Coral Court 2 Condo Association Inc 765791,False,2,18444762778,True,60f59b92-d29e-4647-bfe0-bc2cf995069e,638783d792,60f59b92-d29e-4647-bfe0-bc2cf995069e,ACTIVE,True,8,True
Chicago,60614,IL,810 W Altgeld St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 18:01:50,golfanddeemgmt@gmail.com,,False,2025-11-19 18:01:50,810 W Altgeld 441329,False,2,18444762778,True,7c02c303-4d6a-47fb-8f92-dd6853fa1067,a3b2d81bc7,7c02c303-4d6a-47fb-8f92-dd6853fa1067,ACTIVE,True,2,True
Lafayette,47904,IN,1824 Morton St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 17:09:31,optenantc@gmail.com,,False,2025-11-19 17:09:31,1824 Morton 564238,False,2,18444762778,True,c7da2361-1088-43f5-b903-b0c22249eab0,4b1fbb1faf,c7da2361-1088-43f5-b903-b0c22249eab0,ACTIVE,True,1,True
Knoxville,37921,TN,2423 Larkwood Ln,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 16:07:27,redlexus@comcast.net,,False,2025-11-19 16:07:27,"Downtown, Remodeled Home w Large Yard 329232",False,2,18444762778,True,f1ffdda1-bc56-44ad-846a-54895050c3f5,cd0881953a,f1ffdda1-bc56-44ad-846a-54895050c3f5,ACTIVE,True,1,True
Laredo,78046,TX,4401 Mercedes Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 15:27:07,deya@myelitehomemgmt.com,,False,2025-11-19 15:27:07,4401 Mercedes Dr - MB Tenant Screening 801417,False,2,18444762778,True,4753e79b-3f45-43f6-b271-c799c2f217f4,f6b555d290,4753e79b-3f45-43f6-b271-c799c2f217f4,ACTIVE,True,1,True
Bentonville,72712-3869,AR,Osage Terrace 3401 SE L Street,2,4db117cf-e9b0-4968-aaea-c7fa08bd396d,Yardi Breeze,3p1PsjaQbp,2025-11-19 11:46:52,lwhittenberg@cdcbentonville.com,,False,2025-11-19 11:46:52,Osage Terrace,False,2,18444762778,True,bde82bd7-55db-4ed8-8aa5-6cff97b765bd,01f8ce7cc3,bde82bd7-55db-4ed8-8aa5-6cff97b765bd,ACTIVE,True,40,True
Sacramento,95817-2600,CA,Element Student Living 6730 4th Avenue,2,4db117cf-e9b0-4968-aaea-c7fa08bd396d,Yardi Breeze,3p1PsjaQbp,2025-11-19 06:04:24,Elementmanager@madisonreg.com,,False,2025-11-19 06:04:24,Element Student Living,False,2,18444762778,True,8e17cedb-4bbc-43aa-ae33-102bcb4d3b63,71cd090b06,8e17cedb-4bbc-43aa-ae33-102bcb4d3b63,ACTIVE,True,786,True
Fort Smith,72903,AR,3019 S 66th St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 04:16:16,carolkulp1@gmail.com,,False,2025-11-19 04:16:16,"3019 S 66th St, Fort Smith, AR, 72903, US 801380",False,2,18444762778,True,9b989c43-039a-425c-9ea9-811c5527e65c,37baae0e51,9b989c43-039a-425c-9ea9-811c5527e65c,ACTIVE,True,1,True
Columbia Falls,59912,MT,13 Diane Road,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 02:45:19,tracy@flatheadhomerentals.com,,False,2025-11-19 02:45:19,13 Diane Rd 161906,False,2,18444762778,True,bb775781-72bd-41c9-a7f1-319f55d4e4d2,b36e357e6f,bb775781-72bd-41c9-a7f1-319f55d4e4d2,ACTIVE,True,6,True
Framingham,01702,MA,46 Main Street,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 02:19:58,info@denalifingroup.com,,False,2025-11-19 02:19:58,46 Main Street 725707,False,2,18444762778,True,8818c908-46fe-49fa-b634-e758bc85c754,c3bbfa9fe2,8818c908-46fe-49fa-b634-e758bc85c754,ACTIVE,True,4,True
Issaquah,96027,WA,1610 Anthology Ave NW ,2,75f52d49-3aa1-4e27-8de3-c09b0503f34e,Entrata,ty7gQ09eZE,2025-11-19 01:18:28,anthology@secpropres.com,,False,2025-11-19 01:18:28,Anthology Apartments-18165,False,2,18444762778,True,406b86b6-bbc3-40d7-a8c5-4ffe5be216a2,33cc192343,406b86b6-bbc3-40d7-a8c5-4ffe5be216a2,ACTIVE,True,398,True
Newark,07101-0710,NJ,180 Market St,2,118288ba-377b-4a17-992e-c12fe53b8cbd,Yardi Test Integration,1eCdLwVzm9,2025-11-19 00:27:22,premiumapartments@test.com,,False,2025-11-19 00:27:22,Premium Apartments Breeze,False,2,18444762778,True,ed7030c8-3e34-4173-8ff8-0a407b5a9c7d,fb807c5391,ed7030c8-3e34-4173-8ff8-0a407b5a9c7d,ACTIVE,True,50,True
COLUMBUS,43207,OH,8 DELRAY AVE,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-19 00:23:02,readysetclosellc@gmail.com,,False,2025-11-19 00:23:02,8 DELRAY AVE 789580,False,2,18444762778,True,95244e58-dfe4-444c-a92f-3fec76b91ccc,d7b49e8fde,95244e58-dfe4-444c-a92f-3fec76b91ccc,ACTIVE,True,1,True
Fife,98424,WA,6408 40th Street Court East,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 23:22:05,jacobsen.ron@gmail.com,,False,2025-11-18 23:22:05,6408 40th Fife 165922,False,2,18444762778,True,32f96407-e6ff-4fab-8b69-be70f60a3eb4,f48691ab57,32f96407-e6ff-4fab-8b69-be70f60a3eb4,ACTIVE,True,1,True
Park City,67219,KS,1401 E Evanston St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 23:19:33,ffrpropertiesllc@gmail.com,,False,2025-11-18 23:19:33,1401 E Evanston 593532,False,2,18444762778,True,d37df652-d485-4c2b-b797-5134264a00ed,a6b4bcad33,d37df652-d485-4c2b-b797-5134264a00ed,ACTIVE,True,1,True
Harlingen,78550,TX,2402 N Ed Carey Dr,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 22:42:57,avaxrental@gmail.com,,False,2025-11-18 22:42:57,Harligen 5 556209,False,2,18444762778,True,7bb047ea-9569-42b4-ad8b-6593b44d482c,014c016a47,7bb047ea-9569-42b4-ad8b-6593b44d482c,ACTIVE,True,1,True
North Kingstown,02852,RI,670 Old Baptist Rd,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 22:32:43,bradleyscruggs93@gmail.com,,False,2025-11-18 22:32:43,670 Old Baptist Rd 365064,False,2,18444762778,True,cd72e5b7-ebe3-4101-a49e-40722dbd8a2a,c5c04c253c,cd72e5b7-ebe3-4101-a49e-40722dbd8a2a,ACTIVE,True,4,True
Shreveport,71108,LA,1443 Grigsby St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 22:10:44,mfaminvests@gmail.com,,False,2025-11-18 22:10:44,1443 grigsby 526371,False,2,18444762778,True,9b94d0a5-0ab9-4514-b8b1-c3afd952636b,4100c8cdac,9b94d0a5-0ab9-4514-b8b1-c3afd952636b,ACTIVE,True,1,True
Fort Madison,52627,IA,608 Avenue E,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 21:14:23,cedarcreekleecounty@gmail.com,,False,2025-11-18 21:14:23,4 plex 288401,False,2,18444762778,True,8f2a467a-1ea0-4c92-b82f-d08da17d60a9,97d0f5359f,8f2a467a-1ea0-4c92-b82f-d08da17d60a9,ACTIVE,True,5,True
Houston,77026,TX,2810 Mills St,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 20:54:55,daniela@oraclecityhomes.com,,False,2025-11-18 20:54:55,2810 Mills St 797962,False,2,18444762778,True,4d61f535-0fbb-42cf-83be-9188b326a14b,3861dbda20,4d61f535-0fbb-42cf-83be-9188b326a14b,ACTIVE,True,1,True
Grenada,38901,MS,22 Longview Drive,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 19:55:41,samanthacreger@att.net,,False,2025-11-18 19:55:41,22 Longview 213769,False,2,18444762778,True,f5f8570a-cb2c-4628-9217-ff02c6ae4944,473e2ffdd2,f5f8570a-cb2c-4628-9217-ff02c6ae4944,ACTIVE,True,1,True
Point,75472,TX,216 Smith Circle,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 19:53:49,deya@myelitehomemgmt.com,,False,2025-11-18 19:53:49,Smith Circle Duplex 799773,False,2,18444762778,True,2355ad35-ccea-4eed-94ca-6efeee6f511d,4909da9b78,2355ad35-ccea-4eed-94ca-6efeee6f511d,ACTIVE,True,2,True
Middlefield,44062,OH,17677 Reeves Rd,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 17:46:37,cwloera@gmail.com,,False,2025-11-18 17:46:37,Test Property 799288,False,2,18444762778,True,888f4f6b-5a62-426e-ae2e-dc41c9c13b69,bc9babaad0,888f4f6b-5a62-426e-ae2e-dc41c9c13b69,ACTIVE,True,1,True
Honolulu,96826,HI,2648 Kuilei Street #C112,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 17:19:27,lianne@higarealty.com,,False,2025-11-18 17:19:27,Hono Hale C112 240371,False,2,18444762778,True,04fcdf4d-c793-4576-819a-039c8052884f,712c4a8b05,04fcdf4d-c793-4576-819a-039c8052884f,ACTIVE,True,1,True
Irrigon,97844,OR,1400 E Hwy 730,2,33f00170-c439-4f6c-9992-e1b434f338e5,TenantCloud LLC dba Rentler,D3hpHgLscH,2025-11-18 17:12:44,mandichavez2017@gmail.com,,False,2025-11-18 17:12:44,Angleton ranch 801204,False,2,18444762778,True,37126778-b735-448f-bb04-b8d549b729b9,9290328ddd,37126778-b735-448f-bb04-b8d549b729b9,ACTIVE,True,1,True
